Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
1995,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2388,25,150,nation
1995,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,680.485407358242,25,150,nation
1995,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4582,25,150,nation
1995,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,943.507886263276,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,2157,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,668.939002981206,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,2485,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,701.140930500284,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,4287,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,835.2227721235,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,1592,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,633.982026092906,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,2490,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,729.211652755031,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,4847,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,808.047863408411,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,442,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,727.5963378806,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,2122,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,794.426817047158,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,6365,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,735.20295001171,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,774,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,700.749315825062,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,1684,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,674.907428386512,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,6471,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,779.25069734931,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,8929,25,150,nation
1995,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,736.698059816275,25,150,nation
1995,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4022,25,150,nation
1995,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,225.982264043569,25,150,nation
1995,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,10619,25,150,nation
1995,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,281.406042873607,25,150,nation
1995,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,11592,25,150,nation
1995,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,262.591959018496,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,17790,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,247.6030518595,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,7177,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,302.711198555132,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1266,25,150,nation
1995,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,309.194707820946,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,14105,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,265.734531797707,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,6167,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,256.924836992233,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,5961,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,263.884830493609,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,13894,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,265.15383616956,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,5103,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,255.630539035897,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,7236,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,264.571351634523,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,171,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,224.933921114241,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,869,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,217.681577068152,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,25193,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,265.205700380596,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,1133,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,209.682528394951,25,150,nation
1995,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,4980,25,150,nation
